,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,출연,평점
689,엑스맨: 다크 피닉스,사이먼 킨버그,이십세기폭스코리아,2019-06-05,장편,미국,991,7649216640,862744,액션,12세관람가,일반영화,2019,6,여름,226678777,"['소피 터너', '제니퍼 로렌스', '제임스 맥어보이', '타이 쉐리던', '마이클 패스벤더', '니콜라스 홀트', '제시카 차스테인', '에반 피터스']",5.89
690,작은 아씨들,그레타 거윅,소니픽쳐스엔터테인먼트코리아극장배급지점,2020-02-12,장편,미국,1105,7240616830,859072,드라마,전체관람가,일반영화,2020,2,겨울,59523967,"['시얼샤 로넌', '엠마 왓슨', '플로렌스 퓨', '엘리자 스캔런', '티모시 샬라메']",8.82
691,레전드 오브 타잔,데이빗 예이츠,워너브러더스 코리아,2016-06-29,장편,미국,593,7196970717,858402,액션,12세관람가,일반영화,2016,6,여름,217026182,"['마고 로비', '알렉산더 스카스가드', '크리스토프 왈츠', '사무엘 L. 잭슨', '디몬 하운수']",7.66
692,숙명,김해곤,씨제이이엔엠,2008-03-20,장편,한국,341,5680873500,858215,드라마,청소년관람불가,일반영화,2008,3,봄,147428639,"['송승헌', '권상우', '김인권', '박한별']",4.2
693,살인의뢰,손용호,씨네그루다우기술,2015-03-12,장편,한국,646,6986456737,855980,범죄,청소년관람불가,일반영화,2015,3,봄,217299523,"['김상경', '김성균', '박성웅']",6.69
694,헝거게임: 모킹제이,프란시스 로렌스,롯데엔터테인먼트,2014-11-20,장편,미국,630,6400058044,854377,어드벤처,15세관람가,일반영화,2014,11,가을,215068958,"['제니퍼 로렌스', '리암 헴스워스', '줄리안 무어', '조쉬 허처슨', '필립 세이모어 호프만', '우디 해럴슨', '엘리자베스 뱅크스', '제프리 라이트', '스탠리 투치', '도날드 서덜랜드', '윌로우 쉴즈', '샘 클라플린', '지나 말론', '마허샬라 알리']",7.55
695,디스트릭트 9,닐 블롬캠프,한국소니픽쳐스릴리징브에나비스타영화,2009-10-15,장편,미국,320,6518492154,853859,SF,청소년관람불가,일반영화,2009,10,가을,155398654,"['샬토 코플리', '바네사 헤이우드', '제이슨 코프', '데이빗 제임스']",8.98
696,맨 인 블랙: 인터내셔널,F. 게리 그레이,롯데컬처웍스롯데엔터테인먼트,2019-06-12,장편,미국,1151,7455439570,851040,액션,12세관람가,일반영화,2019,6,여름,226678777,"['크리스 헴스워스', '테사 톰슨']",5.06
697,좋아해줘,박현진,씨제이이엔엠,2016-02-17,장편,한국,637,6572774337,848148,멜로/로맨스,12세관람가,일반영화,2016,2,겨울,217026182,"['이미연', '최지우', '김주혁', '유아인', '강하늘', '이솜']",8.29
698,대립군,정윤철,이십세기폭스코리아,2017-05-31,장편,한국,809,6276963402,837500,드라마,15세관람가,일반영화,2017,5,봄,219876227,"['이정재', '여진구', '김무열']",7.29
699,존 카터: 바숨 전쟁의 서막,앤드류 스탠튼,한국소니픽쳐스릴리징브에나비스타영화,2012-03-08,장편,미국,508,7218670500,837426,SF,12세관람가,일반영화,2012,3,봄,194890587,"['테일러 키취', '린 콜린스', '윌렘 대포', '사만다 모튼']",7.6
700,마린보이,윤종석,씨제이이엔엠,2009-02-05,장편,한국,340,5565284169,837059,액션,15세관람가,일반영화,2009,2,겨울,155398654,"['김강우', '조재현', '박시연']",6.65
701,랑종,반종 피산다나쿤,쇼박스,2021-07-14,장편,한국,1403,8639576030,834338,공포(호러),청소년관람불가,일반영화,2021,7,여름,60531087,"['나릴야 군몽콘켓', '싸와니 우툼마', '씨라니 얀키띠칸', '야사카 차이쏜']",5.2
702,체포왕,임찬익,롯데엔터테인먼트,2011-05-04,장편,한국,407,6146610500,831804,코미디,15세관람가,일반영화,2011,5,봄,159724465,"['박중훈', '이선균']",7.73
703,장화신은 고양이: 끝내주는 모험,조엘 크로포드,유니버설픽쳐스인터내셔널 코리아,2023-01-04,장편,미국,924,7853997456,829268,애니메이션,전체관람가,일반영화,2023,1,겨울,112805094,"['안토니오 반데라스', '크리스 밀러', '셀마 헤이엑', '올리비아 콜맨', '하비 길렌', '와그너 모라', '존 멀레이니', '플로렌스 퓨', '더바인 조이 랜돌프', '레이 윈스턴', '안토니 멘데즈', '삼손 카요']",8.83
704,손님,김광태,씨제이이엔엠,2015-07-09,장편,한국,634,6385295880,827918,판타지,15세관람가,일반영화,2015,7,여름,217299523,"['류승룡', '이성민', '천우희', '이준']",6.48
705,인시디어스 3,리 워넬,유니버설픽쳐스인터내셔널 코리아,2015-07-09,장편,미국,409,6396650620,825517,공포(호러),15세관람가,일반영화,2015,7,여름,217299523,"['더모트 멀로니', '스테파니 스콧', '앵거스 샘슨', '린 샤예']",6.84
706,뽀로로 극장판 공룡섬 대모험,김현호,넥스트엔터테인먼트월드,2017-12-07,장편,한국,803,6203897300,824079,애니메이션,전체관람가,일반영화,2017,12,겨울,219876227,"['이선', '이미자', '함수정', '홍소영', '정미숙', '김서영', '김환진']",9.18
707,남쪽으로 튀어,임순례,롯데엔터테인먼트,2013-02-06,장편,한국,428,5907297500,821918,코미디,15세관람가,일반영화,2013,2,겨울,213351030,"['김윤석', '오연수', '한예리', '백승환', '박사랑']",7.81
708,베이비 드라이버,에드가 라이트,소니픽쳐스엔터테인먼트코리아극장배급지점,2017-09-14,장편,영국,778,6688509214,821419,액션,15세관람가,일반영화,2017,9,가을,219876227,"['릴리 제임스', '안셀 엘고트', '제이미 폭스', '존 햄', '케빈 스페이시', '에이사 곤잘레스']",7.98
709,브리짓 존스의 베이비,샤론 맥과이어,유니버설픽쳐스인터내셔널 코리아,2016-09-28,장편,미국,509,6678585874,820995,코미디,15세관람가,일반영화,2016,9,가을,217026182,"['르네 젤위거', '콜린 퍼스', '패트릭 뎀시']",8.8
710,유체이탈자,윤재근, 에이비오엔터테인먼트,2021-11-24,장편,한국,1216,7941270790,818880,판타지,15세관람가,일반영화,2021,11,가을,60531087,"['윤계상', '박용우', '임지연']",7.49
711,레드슈즈,홍성호,넥스트엔터테인먼트월드,2019-07-25,장편,한국,717,6102923190,817547,애니메이션,전체관람가,일반영화,2019,7,여름,226678777,"['클로이 모레츠', '샘 클라플린', '지나 거손', '패트릭 워버튼', '짐 래쉬', '아바 콜커', '안소이', '신용우', '전진아', '권성혁', '정재헌', '최한', '윤세웅', '프레더릭 하멜']",9.23
712,틴틴 : 유니콘호의 비밀,스티븐 스필버그,롯데엔터테인먼트,2011-12-07,장편,미국,644,6721820500,814023,애니메이션,전체관람가,일반영화,2011,12,겨울,159724465,"['다니엘 크레이그', '사이먼 페그', '제이미 벨', '앤디 서키스']",7.34
713,나이브스 아웃,라이언 존슨,올스타엔터테인먼트,2019-12-04,장편,미국,686,6833383090,810208,미스터리,12세관람가,일반영화,2019,12,겨울,226678777,"['다니엘 크레이그', '크리스 에반스', '아나 데 아르마스', '제이미 리 커티스', '토니 콜렛', '마이클 섀넌', '돈 존슨', '키스 스탠필드', '캐서린 랭포드', '제이든 마텔', '크리스토퍼 플러머']",9.11
714,하트 오브 더 씨,론 하워드,워너브러더스 코리아,2015-12-03,장편,미국,535,6779908023,809755,액션,12세관람가,일반영화,2015,12,겨울,217299523,"['크리스 헴스워스', '킬리언 머피', '벤 위쇼', '벤자민 워커', '브렌단 글리슨', '샬롯 라일리']",8.21
715,모범시민,F. 게리 그레이,시너지하우스 ,2009-12-10,장편,미국,309,5933122225,807486,스릴러,15세관람가,일반영화,2009,12,겨울,155398654,"['제이미 폭스', '제라드 버틀러']",7.71
716,써로게이트,조나단 모스토우,한국소니픽쳐스릴리징브에나비스타영화,2009-10-01,장편,미국,224,6020292355,806924,SF,15세관람가,일반영화,2009,10,가을,155398654,"['브루스 윌리스', '라다 미첼', '로자먼드 파이크', '보리스 코조']",7.54
717,헝거게임: 더 파이널,프란시스 로렌스,롯데엔터테인먼트,2015-11-18,장편,미국,661,6070679163,806709,액션,15세관람가,일반영화,2015,11,가을,217299523,"['제니퍼 로렌스', '조쉬 허처슨', '리암 헴스워스']",7.61
718,킹스 스피치,톰 후퍼,화앤담이엔티,2011-03-17,장편,영국,317,5963126500,806248,드라마,12세관람가,일반영화,2011,3,봄,159724465,"['콜린 퍼스', '제프리 러쉬', '헬레나 본햄 카터']",8.32
719,스피드 레이서,라나 워쇼스키,워너브러더스 코리아,2008-05-08,장편,미국,339,5219874500,804631,액션,12세관람가,일반영화,2008,5,봄,147428639,"['에밀 허쉬', '크리스티나 리치', '존 굿맨', '수잔 서랜든']",7.53
720,하늘에서 음식이 내린다면 2,코디 카메론,월트디즈니스튜디오스코리아,2013-11-21,장편,미국,545,5423213000,800062,애니메이션,전체관람가,일반영화,2013,11,가을,213351030,"['빌 헤이더', '안나 페리스', '닐 패트릭 해리스']",8.07
721,카트,부지영,리틀빅픽쳐스,2014-11-13,장편,한국,544,5809735433,799275,드라마,12세관람가,일반영화,2014,11,가을,215068958,"['염정아', '문정희', '김영애', '김강우']",8.63
722,컨저링3: 악마가 시켰다,마이클 차베즈,워너브러더스 코리아,2021-06-03,장편,미국,1133,8023107360,799261,공포(호러),15세관람가,일반영화,2021,6,여름,60531087,"['베라 파미가', '패트릭 윌슨', '줄리안 힐리아드']",6.52
723,A-특공대,조 카나한,이십세기폭스코리아,2010-06-10,장편,미국,330,5890424042,791173,액션,15세관람가,일반영화,2010,6,여름,147759214,"['리암 니슨', '브래들리 쿠퍼', '제시카 비엘', '퀸튼 잭슨', '샬토 코플리', '패트릭 윌슨']",8.94
724,화이트: 저주의 멜로디,김곡,씨제이이엔엠,2011-06-09,장편,한국,305,5587166000,790954,공포(호러),15세관람가,일반영화,2011,6,여름,159724465,"['함은정', '황우슬혜', '메이다니', '최아라', '진세연']",6.84
725,상의원,이원석,쇼박스,2014-12-24,장편,한국,466,6202433964,790158,사극,15세관람가,일반영화,2014,12,겨울,215068958,"['한석규', '고수', '박신혜', '유연석', '마동석']",7.86
726,잭 리처,크리스토퍼 맥쿼리,씨제이이엔엠,2013-01-17,장편,미국,431,5758577000,784031,액션,15세관람가,일반영화,2013,1,겨울,213351030,"['톰 크루즈', '로자먼드 파이크', '로버트 듀발']",7.29
727,블랙 아담,자움 콜렛 세라,워너브러더스 코리아,2022-10-19,장편,미국,1524,8040723608,779485,액션,12세관람가,일반영화,2022,10,가을,112805094,"['드웨인 존슨', '노아 센티네오', '피어스 브로스넌', '퀸테사 스윈들', '알디스 호지', '사라 샤이']",7.48
728,킹메이커,변성현,플러스엠 엔터테인먼트,2022-01-26,장편,한국,1185,7313720610,775583,드라마,15세관람가,일반영화,2022,1,겨울,112805094,"['설경구', '이선균']",7.28
729,킹메이커,조지 클루니,시너지하우스 ,2012-04-19,장편,미국,95,340466000,44689,드라마,15세관람가,일반영화,2012,4,봄,194890587,"['설경구', '이선균']",7.28
730,관능의 법칙,권칠인,롯데엔터테인먼트,2014-02-13,장편,한국,591,5808789500,773996,드라마,청소년관람불가,일반영화,2014,2,겨울,215068958,"['엄정화', '문소리', '조민수']",7.66
731,그랜드 부다페스트 호텔,웨스 앤더슨,피터팬픽쳐스,2014-03-20,장편,미국,163,6012395982,773649,미스터리,청소년관람불가,독립/예술영화,2014,3,봄,215068958,"['시얼샤 로넌', '랄프 파인즈', '틸다 스윈튼', '애드리언 브로디', '윌렘 대포', '토니 레볼로리']",8.39
732,푸른소금,이현승,씨제이이엔엠,2011-08-31,장편,한국,476,5739824500,771699,액션,15세관람가,일반영화,2011,8,여름,159724465,"['송강호', '신세경']",7.06
733,나는 왕이로소이다,장규성,롯데엔터테인먼트,2012-08-08,장편,한국,471,5317185404,768971,사극,12세관람가,일반영화,2012,8,여름,194890587,"['주지훈', '백윤식', '변희봉', '박영규', '임원희', '김수로', '이하늬']",7.43
734,상류사회,변혁,롯데컬처웍스롯데엔터테인먼트,2018-08-29,장편,한국,867,6313416163,768442,드라마,청소년관람불가,일반영화,2018,8,여름,216385269,"['박해일', '수애']",4.21
735,뽀로로 극장판 보물섬 대모험,김현호,넥스트엔터테인먼트월드,2019-04-25,장편,한국,736,5886268900,766758,애니메이션,전체관람가,일반영화,2019,4,봄,226678777,"['이선', '이미자', '김현지', '홍소영', '정미숙', '김서영', '김환진', '남도형', '정승욱', '이장원', '황창영']",9.29
736,레슬러,김대웅,롯데엔터테인먼트,2018-05-09,장편,한국,957,6440492657,765963,드라마,15세관람가,일반영화,2018,5,봄,216385269,"['유해진', '김민재', '이성경']",4.95
737,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,유니버설픽쳐스인터내셔널 코리아,2017-01-25,장편,미국,599,6422202365,765259,액션,청소년관람불가,일반영화,2017,1,겨울,219876227,"['밀라 요보비치', '알리 라터', '이아인 글렌', '숀 로버츠']",8.38
738,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,롯데엔터테인먼트,2017-03-29,장편,미국,807,6285970884,764072,SF,15세관람가,일반영화,2017,3,봄,219876227,['스칼릿 조핸슨'],6.96
739,리오 2,카를로스 살다나,이십세기폭스코리아,2014-05-01,장편,미국,598,5631146900,761404,애니메이션,전체관람가,일반영화,2014,5,봄,215068958,"['제시 아이젠버그', '앤 해서웨이', '저메인 클레멘트', '제이미 폭스', '윌.아이.엠', '브루노 마스']",8.31
740,모던보이,정지우,씨제이이엔엠,2008-10-02,장편,한국,373,4971421000,758473,드라마,12세관람가,일반영화,2008,10,가을,147428639,"['박해일', '김혜수', '김남길']",6.87
741,스플릿,최국희,오퍼스픽쳐스,2016-11-09,장편,한국,702,6097721539,757430,드라마,15세관람가,일반영화,2016,11,가을,217026182,"['유지태', '이정현', '이다윗', '정성화']",9.01
742,볼트,바이론 하워드,한국소니픽쳐스릴리징브에나비스타영화,2008-12-31,장편,미국,299,4993959268,757337,애니메이션,전체관람가,일반영화,2008,12,겨울,147428639,"['존 트라볼타', '마일리 사이러스', '수지 에스먼', '마크 월튼']",9.04
743,캣츠,톰 후퍼,유니버설픽쳐스인터내셔널 코리아,2019-12-24,장편,미국,1143,6322357050,756232,뮤지컬,12세관람가,일반영화,2019,12,겨울,226678777,"['제니퍼 허드슨', '테일러 스위프트', '이드리스 엘바', '주디 덴치', '이안 맥켈런', '제이슨 데룰로', '제임스 코든', '레이 윈스턴', '레벨 윌슨', '프란체스카 헤이워드']",4.52
744,"안녕, 헤이즐",조쉬 분,이십세기폭스코리아,2014-08-13,장편,미국,323,5795507000,744387,드라마,12세관람가,일반영화,2014,8,여름,215068958,"['쉐일린 우들리', '안셀 엘고트', '냇 울프', '윌렘 대포']",8.63
745,주유소 습격사건 2,김상진,시네마서비스,2010-01-21,장편,한국,322,5466499511,742475,액션,15세관람가,일반영화,2010,1,겨울,147759214,"['지현우', '조한선', '문원주', '정재훈']",4.66
