,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
4186,4217,잉투기,엄태화,CGV아트하우스,2013-11-14,장편,한국,94,119852600,16859,"66,335,100","9,002",액션,15세관람가,독립/예술영화
4187,4218,비스트 앵콜 콘서트 3D,손석,에스비에스콘텐츠허브,2012-02-29,장편,한국,75,171432000,16844,"48,488,000","4,554",공연,전체관람가,일반영화
4188,4219,명왕성,신수원,싸이더스,2013-07-11,장편,한국,78,114536500,16828,"49,686,500","7,067",드라마,15세관람가,독립/예술영화
4189,4220,잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,기타,CGV ICECON,2021-09-09,장편,한국,66,334063500,16704,"112,897,500","5,645",공연,전체관람가,일반영화
4190,4221,토니스토리2: 고철왕국의 친구들,마커스 하먼,박수엔터테인먼트,2018-06-13,장편,독일,268,120931600,16685,"16,477,600","2,108",애니메이션,전체관람가,독립/예술영화
4191,4222,주문은 토끼입니까?? ~디어 마이 시스터~,하시모토 히로유키,애니플러스,2018-01-18,장편,일본,84,121079000,16655,"37,499,000","4,935",애니메이션,전체관람가,일반영화
4192,4223,몬스터 아카데미,레오폴도 아귈라,와이드 릴리즈,2022-04-27,장편,기타,209,141292000,16647,"24,036,700","2,773",판타지,전체관람가,일반영화
4194,4225,산타바바라,조성규,나이너스엔터테인먼트,2014-07-16,장편,한국,101,125565919,16626,"64,686,419","8,432",멜로/로맨스,15세관람가,독립/예술영화
4195,4226,800,관후,TCO더콘텐츠온,2020-12-10,장편,중국,223,141698200,16625,"43,872,500","5,010",전쟁,15세관람가,일반영화
4197,4228,호비와 동화나라 대모험,히라바야시 이사무,머스트씨무비릴리징컴퍼니,2016-12-08,장편,일본,81,115425000,16620,"35,453,000","5,053",애니메이션,전체관람가,일반영화
4198,4229,사마에게,에드워드 와츠,엣나인필름,2020-01-23,장편,영국,75,133623472,16591,"88,703,032","10,369",다큐멘터리,15세관람가,독립/예술영화
4201,4232,7년-그들이 없는 언론,김진혁,인디플러그,2017-01-12,장편,한국,105,129175200,16577,"71,790,700","8,985",다큐멘터리,12세관람가,독립/예술영화
4202,4233,헤이트 발렌타인데이,니아 발다로스,케이디미디어,2010-02-04,장편,미국,74,127687241,16566,"63,328,500","7,895",멜로/로맨스,12세관람가,일반영화
4203,4234,오드토머스,스티븐 소머즈,영화사 빅,2014-08-27,장편,미국,165,123233800,16555,"44,567,500","5,700",액션,15세관람가,일반영화
4204,4235,바니부기: 드래곤 에그를 찾아서,리양우,박수엔터테인먼트,2018-09-12,장편,중국,280,122931400,16505,"17,067,300","2,117",애니메이션,전체관람가,일반영화
4205,4236,내 이야기!!,카와이 하야토,영화사오원,2018-04-12,장편,일본,143,141565800,16467,"59,019,100","6,908",멜로/로맨스,12세관람가,독립/예술영화
4206,4237,아기곰 보보 구출 대작전,라스무스 A. 실버르센,와이드 릴리즈,2018-04-25,장편,노르웨이,207,117475900,16447,"21,412,600","2,679",애니메이션,전체관람가,일반영화
4207,4238,가구야공주 이야기,다카하타 이사오,롯데쇼핑롯데엔터테인먼트,2014-06-04,장편,일본,77,125582300,16439,"54,022,900","6,841",애니메이션,전체관람가,일반영화
4208,4239,#아이엠히어,에릭 라티고,넥스트엔터테인먼트월드,2021-01-14,장편,프랑스,432,136875710,16404,"56,913,450","7,535",멜로/로맨스,12세관람가,독립/예술영화
4209,4240,마돈나,신수원,리틀빅픽쳐스,2015-07-02,장편,한국,65,127237400,16385,"69,122,300","8,631",드라마,청소년관람불가,독립/예술영화
4210,4241,북스마트,올리비아 와일드,콘텐츠판다,2021-01-27,장편,미국,163,108654680,16380,"58,313,810","10,235",코미디,15세관람가,독립/예술영화
4212,4243,소와 함께 여행하는 법,임순례,롯데쇼핑롯데엔터테인먼트,2010-11-03,장편,한국,88,107018251,16356,"42,909,000","6,561",드라마,15세관람가,독립/예술영화
4214,4245,빅 배드 폭스,벤자민 레너,스마일이엔티,2017-11-30,장편,프랑스,219,120614100,16340,"29,164,800","3,802",애니메이션,전체관람가,독립/예술영화
4215,4246,김군,강상우,영화사 풀,2019-05-23,장편,한국,73,120816190,16324,"61,606,150","7,628",다큐멘터리,12세관람가,독립/예술영화
4216,4247,리스펙트,리슬 타미,유니버설픽쳐스인터내셔널 코리아,2021-09-08,장편,미국,119,107393800,16312,"39,903,400","5,810",드라마,12세관람가,일반영화
4217,4248,광대: 소리꾼,조정래,트윈플러스파트너스,2022-02-24,장편,한국,116,124110170,16277,"54,735,970","7,439",사극,12세관람가,일반영화
4218,4249,송가인 더 드라마,김성윤,영화특별시에스엠씨,2021-02-11,장편,한국,117,175253000,16251,"51,112,000","4,674",공연,전체관람가,일반영화
4219,4250,리틀 폭스,갈수영,예지림엔터테인먼트,2016-06-23,장편,중국,150,119098500,16204,"21,834,700","2,731",애니메이션,전체관람가,독립/예술영화
4221,4252,링스,하비에르 구티에레즈,다자인소프트,2017-04-06,장편,미국,123,135470800,16199,"31,997,500","3,740",공포(호러),15세관람가,일반영화
4222,4253,예전부터 계속 좋아했어 ~고백실행위원회~,야나기자와 테츠야,디스테이션,2016-09-29,장편,일본,77,120601500,16187,"44,643,000","5,755",애니메이션,전체관람가,일반영화
4223,4254,토마스와 친구들 - 극장판 2,그렉 티어넌,에이원엔터테인먼트,2010-06-10,장편,미국,92,114484452,16186,"39,141,500","5,228",애니메이션,전체관람가,일반영화
4224,4255,파티마의 기적,마르코 폰테코르보,디스테이션,2020-12-03,장편,미국,162,129475600,16183,"40,968,000","5,267",드라마,12세관람가,독립/예술영화
4225,4256,초미의 관심사,남연우,트리플픽쳐스,2020-05-27,장편,한국,380,128698360,16137,"48,236,840","5,682",드라마,15세관람가,독립/예술영화
4226,4257,위 베어 베어스: 베이비 베어스,매니 에르난데스,팝엔터테인먼트,2018-05-24,장편,미국,300,125617200,16136,"27,555,800","3,156",애니메이션,전체관람가,독립/예술영화
4227,4258,오필리아,클레어 맥카시,홈초이스,2021-07-14,장편,미국,117,141669640,16124,"79,210,830","8,733",멜로/로맨스,15세관람가,독립/예술영화
4229,4260,베이트,킴블 렌달,팝파트너스,2013-08-08,장편,호주,59,108522500,16091,"36,014,000","5,317",공포(호러),15세관람가,일반영화
4236,4267,스파이 게임,마이클 앱티드,플러스엠 엔터테인먼트,2017-09-14,장편,영국,203,122840172,15986,"55,357,172","6,990",액션,15세관람가,일반영화
4237,4268,헤로니모,전후석,커넥트픽쳐스,2019-11-21,장편,한국,68,117270720,15982,"57,687,840","7,293",다큐멘터리,전체관람가,독립/예술영화
4238,4269,십계: 구원의 길,알렉상드르 아반치니,키다리이엔티,2017-04-13,장편,브라질,97,104079500,15974,"31,527,000","4,524",드라마,전체관람가,독립/예술영화
4239,4270,매직키드 보보,니잠 라작,박수엔터테인먼트,2017-03-01,장편,말레이시아,219,119693200,15968,"18,904,200","2,288",애니메이션,전체관람가,독립/예술영화
4240,4271,호비와 매직 아일랜드,카와마타 히로시,머스트씨무비릴리징컴퍼니,2018-06-06,장편,일본,114,114264000,15942,"23,334,000","3,058",애니메이션,전체관람가,일반영화
4241,4272,사랑하고 사랑받고 차고 차이고,미키 타카히로,주식회사 컨텐츠썬,2021-06-16,장편,일본,155,143259400,15916,"61,544,300","6,713",드라마,12세관람가,독립/예술영화
4242,4273,마왕의 딸 이리샤,장형윤,싸이더스,2019-09-26,장편,한국,314,113205980,15894,"26,419,740","3,133",애니메이션,전체관람가,독립/예술영화
4243,4274,극장판 살아남기 시리즈: 인체에서 살아남기,나스카와 미츠루,씨제이이엔엠,2022-08-10,장편,일본,174,149305000,15892,"46,680,000","4,792",애니메이션,전체관람가,일반영화
4244,4275,더 웨이브,로아 우타우,팝엔터테인먼트,2016-07-13,장편,노르웨이,140,124772321,15890,"38,028,721","4,731",액션,12세관람가,독립/예술영화
4245,4276,아기돼지 3형제와 쿵푸랜드,유위,와이드 릴리즈,2018-02-01,장편,중국,154,103627100,15885,"11,042,000","1,443",애니메이션,전체관람가,일반영화
4246,4277,어바웃 리키,조나단 드미,유니버설픽쳐스인터내셔널 코리아,2015-09-03,장편,미국,123,118503900,15867,"65,677,000","8,381",드라마,15세관람가,일반영화
4247,4278,로코왕국의 전설: 엘프킹을 찾아서,위성준,마인스 엔터테인먼트,2014-06-26,장편,중국,178,105367100,15846,"23,260,900","3,008",애니메이션,전체관람가,독립/예술영화
4248,4279,키즈모노가타리 II : 열혈편,신보 아키유키,박수엔터테인먼트,2016-10-20,장편,일본,69,122123000,15800,"52,167,000","6,573",애니메이션,15세관람가,일반영화
4249,4280,극장판 샤이닝스타:새로운 루나퀸의 탄생!,박일호,리틀빅픽쳐스,2019-07-18,장편,한국,117,129098700,15785,"43,398,300","5,221",애니메이션,전체관람가,일반영화
4253,4284,뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,카키모토 코다이,애니플러스,2021-09-09,장편,일본,86,146042240,15698,"61,636,890","6,245",애니메이션,전체관람가,일반영화
4254,4285,웨스턴 리벤지,크리스티안 레브링,영화사 빅,2014-10-30,장편,덴마크,117,119414000,15671,"50,448,100","6,374",액션,청소년관람불가,독립/예술영화
4256,4287,밥정,박혜령,엣나인필름,2020-10-07,장편,한국,182,123204940,15650,"76,969,530","9,458",다큐멘터리,전체관람가,독립/예술영화
4257,4288,와일드 로즈,톰 하퍼,판씨네마,2019-10-17,장편,영국,152,117838040,15650,"68,407,560","8,698",드라마,15세관람가,독립/예술영화
4260,4291,마틴 에덴,피에트로 마르첼로,알토미디어,2020-10-29,장편,이탈리아,60,143383430,15593,"105,415,830","11,136",드라마,12세관람가,독립/예술영화
4263,4294,런던 블러바드,윌리엄 모나한,팝파트너스,2012-09-20,장편,미국,131,107401000,15539,"56,035,500","8,170",범죄,15세관람가,일반영화
4267,4298,라라와 움직이는 비밀의 숲,왕운비,박수엔터테인먼트,2019-08-22,장편,중국,237,111951960,15484,"9,605,750","1,199",애니메이션,전체관람가,일반영화
4269,4300,브레이브 언더 파이어,기타,박수엔터테인먼트,2021-03-17,장편,러시아,203,122427400,15435,"29,972,800","4,044",액션,12세관람가,일반영화
4270,4301,아메리칸 파이: 19금 동창회,존 허위츠,유니버설픽쳐스인터내셔널 코리아,2012-08-09,장편,미국,117,113072000,15431,"47,566,500","6,164",코미디,청소년관람불가,일반영화
4271,4302,조,드레이크 도리머스,팝엔터테인먼트,2019-07-11,장편,미국,69,127481096,15429,"83,601,216","9,788",멜로/로맨스,15세관람가,독립/예술영화
4273,4304,빛나는 순간,소준문,명필름,2021-06-30,장편,한국,267,129246670,15389,"44,678,770","5,033",드라마,12세관람가,독립/예술영화
4274,4305,블랙핑크 더 무비,오윤동,씨제이포디플렉스 주식회사,2021-08-04,장편,한국,147,200750000,15387,"95,239,500","7,247",공연,전체관람가,일반영화
4275,4306,극장판 요괴워치: 포에버 프렌즈,타카하시 시게하루,씨제이이엔엠,2020-10-15,장편,일본,422,120684750,15386,"15,573,740","1,840",애니메이션,전체관람가,일반영화
4276,4307,볼츠와 블립,피터 레페니오티스,씨제이이엔엠,2012-02-23,장편,한국,61,161329000,15386,"43,956,000","4,113",애니메이션,전체관람가,일반영화
4277,4308,더블패티,백승환,케이티알파,2021-02-17,장편,한국,265,132609660,15383,"58,155,590","6,701",드라마,15세관람가,일반영화
4278,4309,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,야노 히로유키,와이드 릴리즈,2014-06-19,장편,일본,235,104193000,15382,"15,614,300","2,135",애니메이션,전체관람가,독립/예술영화
4279,4310,배드 지니어스,나타우트 푼프리야,팝엔터테인먼트,2017-11-02,장편,태국,200,120082336,15319,"67,369,136","8,285",스릴러,15세관람가,독립/예술영화
4280,4311,아스테릭스: 신들의 전당,루이 클리시,나이너스엔터테인먼트,2015-04-30,장편,프랑스,104,108464000,15315,"39,258,600","5,139",애니메이션,전체관람가,일반영화
4281,4312,프로페서 앤 매드맨,P.B. 셰므란,그린나래미디어,2021-06-02,장편,미국,320,129813510,15289,"61,510,030","7,187",드라마,15세관람가,독립/예술영화
4282,4313,꼬마 유령,알랑 그스포너,영화사오원,2015-06-11,장편,독일,176,110213300,15276,"25,780,300","3,466",판타지,전체관람가,독립/예술영화
4283,4314,아이 인 더 스카이,개빈 후드,판씨네마,2016-07-14,장편,영국,205,116603200,15258,"54,966,300","6,999",전쟁,12세관람가,일반영화
4284,4315,쁘띠 마망,셀린 시아마,찬란,2021-10-07,장편,프랑스,97,138444540,15252,"93,476,350","9,785",드라마,전체관람가,독립/예술영화
4286,4317,스톤,존 커랜,KT&G 상상마당 영화사업팀 컴퍼니에스에스,2011-10-06,장편,미국,77,116295000,15241,"51,204,000","6,305",드라마,청소년관람불가,일반영화
4287,4318,핑크퐁 시네마 콘서트 : 우주대탐험,변희선,더핑크퐁컴퍼니,2020-01-30,장편,한국,182,118488500,15229,"28,184,000","3,700",애니메이션,전체관람가,일반영화
4288,4319,삽질,김병기,엣나인필름,2019-11-14,장편,한국,171,120829530,15228,"56,470,760","6,741",다큐멘터리,12세관람가,독립/예술영화
4289,4320,워 위드 그랜파,팀 힐,키다리이엔티,2021-02-24,장편,미국,322,125136310,15214,"50,128,770","6,268",코미디,12세관람가,독립/예술영화
4291,4322,해수의 아이,와타나베 아유무,영화사오원,2020-09-30,장편,일본,76,139987850,15211,"77,304,740","7,749",애니메이션,전체관람가,독립/예술영화
4292,4323,토마스와 친구들: 잃어버린 왕관,롭 실베스트리,씨제이이엔엠,2014-11-13,장편,영국,110,110482700,15202,"21,878,400","2,803",애니메이션,전체관람가,일반영화
4293,4324,몬스터 싱어: 매직 인 파리,비보 베르즈롱,다날엔터테인먼트,2022-05-26,장편,프랑스,266,128787720,15187,"16,153,400","1,683",애니메이션,전체관람가,독립/예술영화
4294,4325,메리 미,캣 코이로,유니버설픽쳐스인터내셔널 코리아,2022-03-16,장편,미국,179,99754800,15164,"64,310,500","10,969",멜로/로맨스,12세관람가,일반영화
4295,4326,슈퍼 베어,기타,와이드 릴리즈,2020-01-15,장편,미국,227,106064760,15164,"18,694,400","2,334",액션,전체관람가,독립/예술영화
4298,4329,캡틴 샤키,허버트 베일란드,예지림엔터테인먼트,2018-11-22,장편,독일,175,106383150,15121,"21,014,200","2,462",애니메이션,전체관람가,독립/예술영화
4300,4331,호비와 무지개 오아시스 대모험,히라바야시 이사무,머스트씨무비릴리징컴퍼니,2017-09-07,장편,일본,103,104470000,15101,"21,292,000","2,985",애니메이션,전체관람가,일반영화
